"","date","temp"
"43","2011-2-12",8
"44","2011-2-13",8
"45","2011-2-14",8
"46","2011-2-15",8
"47","2011-2-16",10
"48","2011-2-17",8
"49","2011-2-18",2
"50","2011-2-19",4
"51","2011-2-20",3
"52","2011-2-21",2
"53","2011-2-22",3
"54","2011-2-23",3
"55","2011-2-24",9
"56","2011-2-25",9
"57","2011-2-26",9
"58","2011-2-27",6
"59","2011-2-28",4
"60","2011-3-1",4
"61","2011-3-2",5
"62","2011-3-3",4
"63","2011-3-4",3
"64","2011-3-5",7
"65","2011-3-6",6
"66","2011-3-7",8
"67","2011-3-8",10
"68","2011-3-9",10
"69","2011-3-10",11
"70","2011-3-11",10
"71","2011-3-12",13
"72","2011-3-13",13
"73","2011-3-14",14
"74","2011-3-15",16
"75","2011-3-16",11
"76","2011-3-17",8
"77","2011-3-18",10
"78","2011-3-19",10
"79","2011-3-20",12
"80","2011-3-21",13
"81","2011-3-22",16
"82","2011-3-23",14
"83","2011-3-24",16
"84","2011-3-25",15
"85","2011-3-26",8
"86","2011-3-27",11
"87","2011-3-28",11
"88","2011-3-29",14
"89","2011-3-30",15
"90","2011-3-31",14
"91","2011-4-1",15
"92","2011-4-2",23
"93","2011-4-3",15
"94","2011-4-4",13
"95","2011-4-5",11
"96","2011-4-6",18
"97","2011-4-7",15
"98","2011-4-8",14
"99","2011-4-9",16
"100","2011-4-10",17
"101","2011-4-11",20
"102","2011-4-12",11
"103","2011-4-13",12
"104","2011-4-14",12
"105","2011-4-15",16
"106","2011-4-16",16
"107","2011-4-17",17
"108","2011-4-18",19
"109","2011-4-19",24
"110","2011-4-20",23
"111","2011-4-21",24
"112","2011-4-22",26
"113","2011-4-23",25
"114","2011-4-24",26
"115","2011-4-25",22
"116","2011-4-26",20
"117","2011-4-27",16
"118","2011-4-28",18
"119","2011-4-29",22
"120","2011-4-30",21
"121","2011-5-1",19
"122","2011-5-2",14
"123","2011-5-3",13
"124","2011-5-4",14
"125","2011-5-5",18
"126","2011-5-6",23
"127","2011-5-7",27
"128","2011-5-8",26
"129","2011-5-9",20
"130","2011-5-10",22
"131","2011-5-11",19
"132","2011-5-12",17
"133","2011-5-13",18
"134","2011-5-14",15
"135","2011-5-15",14
"136","2011-5-16",15
"137","2011-5-17",16
"138","2011-5-18",16
"139","2011-5-19",18
"140","2011-5-20",19
"141","2011-5-21",21
"142","2011-5-22",17
"143","2011-5-23",21
"144","2011-5-24",16
"145","2011-5-25",21
"146","2011-5-26",17
"147","2011-5-27",15
"148","2011-5-28",16
